,timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
0,2020-11-21 23:00,18649.50000000,18679.44000000,18625.62000000,18664.87000000,52.03767400,1606000499999,970668.89968402,2742,28.97177000,540468.40453310,0
1,2020-11-21 23:15,18665.46000000,18697.70000000,18633.15000000,18690.51000000,77.53267500,1606001399999,1446957.06624560,3373,49.69484900,927382.45500103,0
2,2020-11-21 23:30,18690.49000000,18750.36000000,18675.71000000,18746.95000000,94.73907200,1606002299999,1773374.35177169,4768,42.30307600,791558.69191366,0
3,2020-11-21 23:45,18746.95000000,18760.38000000,18687.11000000,18717.90000000,140.39745500,1606003199999,2629223.05457919,6120,71.89119200,1346215.19395716,0
4,2020-11-22 00:00,18719.01000000,18735.64000000,18671.50000000,18734.94000000,108.99681200,1606004099999,2038819.93771499,5465,48.27177900,903006.72186341,0
5,2020-11-22 00:15,18734.95000000,18768.50000000,18682.07000000,18705.41000000,142.62497900,1606004999999,2672030.93889996,5821,72.56504400,1358927.15369321,0
6,2020-11-22 00:30,18705.26000000,18717.81000000,18677.37000000,18679.46000000,104.08342000,1606005899999,1946262.41020448,4213,52.62022600,984016.78403911,0
7,2020-11-22 00:45,18679.46000000,18684.62000000,18519.26000000,18563.08000000,289.85719400,1606006799999,5388645.06735541,6326,147.48837100,2741811.11457465,0
8,2020-11-22 01:00,18562.84000000,18624.94000000,18503.00000000,18503.00000000,206.78549700,1606007699999,3839105.83010729,5062,94.34980800,1751605.92266655,0
9,2020-11-22 01:15,18503.09000000,18585.70000000,18491.13000000,18537.26000000,195.31551000,1606008599999,3622928.62166047,4931,93.94058700,1742451.65969443,0
10,2020-11-22 01:30,18538.87000000,18538.87000000,18385.10000000,18405.41000000,400.70180200,1606009499999,7392189.96927358,8434,148.11217500,2732309.49530133,0
11,2020-11-22 01:45,18405.41000000,18494.85000000,18362.76000000,18480.38000000,255.11556100,1606010399999,4703834.75987101,7707,145.97847100,2691472.79553281,0
12,2020-11-22 02:00,18480.38000000,18536.21000000,18455.30000000,18456.53000000,124.61697900,1606011299999,2306015.73512356,4562,67.92148000,1256863.84646147,0
13,2020-11-22 02:15,18455.27000000,18519.35000000,18445.24000000,18509.69000000,86.13886900,1606012199999,1592973.35048533,4265,42.60431500,787971.58406025,0
14,2020-11-22 02:30,18510.30000000,18607.16000000,18492.09000000,18586.89000000,180.62554600,1606013099999,3354150.25427463,4461,85.77333100,1591830.13567807,0
15,2020-11-22 02:45,18587.10000000,18614.90000000,18561.65000000,18597.22000000,75.41388400,1606013999999,1402173.86891860,3028,25.72250500,478204.77108847,0
16,2020-11-22 03:00,18597.23000000,18608.05000000,18562.85000000,18565.82000000,77.96254200,1606014899999,1448706.90022552,2985,29.16244300,541863.52023493,0
17,2020-11-22 03:15,18565.75000000,18585.95000000,18505.03000000,18507.43000000,123.47046400,1606015799999,2289979.71589945,4183,55.47416000,1028817.77177249,0
18,2020-11-22 03:30,18507.09000000,18565.70000000,18506.80000000,18555.12000000,81.97548500,1606016699999,1519376.81366910,3340,54.90259900,1017489.70282197,0
19,2020-11-22 03:45,18555.58000000,18585.59000000,18543.06000000,18571.68000000,42.05005400,1606017599999,780789.40907154,1993,19.67721200,365357.73104886,0
20,2020-11-22 04:00,18573.03000000,18584.32000000,18494.91000000,18495.13000000,73.14029000,1606018499999,1355036.42647604,2981,40.59508600,752211.43373033,0
21,2020-11-22 04:15,18495.00000000,18532.32000000,18444.11000000,18530.30000000,100.81162300,1606019399999,1863985.12864504,3723,52.70424100,974693.55851415,0
22,2020-11-22 04:30,18530.91000000,18619.00000000,18530.91000000,18615.54000000,97.39191000,1606020299999,1808957.18625542,2593,55.89561600,1038221.51352505,0
23,2020-11-22 04:45,18614.28000000,18619.93000000,18569.79000000,18610.58000000,41.92340700,1606021199999,779610.06588739,1925,22.28937000,414439.17306204,0
24,2020-11-22 05:00,18610.92000000,18611.63000000,18547.94000000,18558.80000000,57.28890700,1606022099999,1064065.01575453,2085,16.40562600,304659.47604514,0
25,2020-11-22 05:15,18558.79000000,18585.34000000,18549.86000000,18563.45000000,35.09238900,1606022999999,651553.08931409,1802,17.22366800,319791.05449128,0
26,2020-11-22 05:30,18563.48000000,18563.48000000,18500.59000000,18505.22000000,68.69321700,1606023899999,1272678.37540482,2671,33.55160100,621600.69561855,0
27,2020-11-22 05:45,18505.63000000,18537.01000000,18498.00000000,18524.88000000,70.65138700,1606024799999,1308011.46713098,3650,44.09908200,816444.27723034,0
28,2020-11-22 06:00,18524.95000000,18599.34000000,18456.22000000,18457.65000000,112.86505600,1606025699999,2091200.73111013,3511,56.95280100,1055360.90500463,0
29,2020-11-22 06:15,18457.65000000,18482.71000000,18412.44000000,18464.81000000,90.34366700,1606026599999,1666784.93575247,4303,36.04731200,665100.79996054,0
30,2020-11-22 06:30,18464.79000000,18520.35000000,18425.15000000,18505.40000000,81.24029400,1606027499999,1501677.17164973,3443,42.25312300,780921.39184567,0
31,2020-11-22 06:45,18505.39000000,18523.74000000,18474.61000000,18494.37000000,90.88025300,1606028399999,1680827.87720435,2888,42.07195900,778065.58580722,0
32,2020-11-22 07:00,18493.38000000,18494.10000000,18391.00000000,18405.21000000,167.29353900,1606029299999,3081564.09434086,4127,65.95139200,1214312.22469897,0
33,2020-11-22 07:15,18405.28000000,18440.64000000,18358.55000000,18368.06000000,185.13245300,1606030199999,3407825.33284821,4536,49.77964400,916011.92840000,0
34,2020-11-22 07:30,18367.03000000,18482.95000000,18296.40000000,18477.55000000,245.79058000,1606031099999,4519195.51015086,6510,113.26354700,2082100.37239677,0
35,2020-11-22 07:45,18478.14000000,18528.24000000,18468.51000000,18512.44000000,121.71692000,1606031999999,2250944.69596787,3860,50.30784700,930379.69905364,0
36,2020-11-22 08:00,18512.45000000,18518.17000000,18451.97000000,18456.23000000,78.84291700,1606032899999,1457021.05483981,3664,41.57724500,768289.67152933,0
37,2020-11-22 08:15,18456.36000000,18456.36000000,18345.53000000,18378.88000000,169.97509700,1606033799999,3127338.39381996,5643,70.09593000,1289610.45776208,0
38,2020-11-22 08:30,18379.57000000,18410.41000000,18299.47000000,18309.89000000,155.93252100,1606034699999,2862299.77954205,4718,64.75593600,1189545.26197723,0
39,2020-11-22 08:45,18309.31000000,18369.29000000,18205.41000000,18223.64000000,233.10711200,1606035599999,4260418.46844449,6917,98.81796500,1806622.01561842,0
40,2020-11-22 09:00,18225.44000000,18362.01000000,18160.61000000,18339.40000000,214.36791300,1606036499999,3917824.21888359,7885,102.23439800,1869185.48488108,0
41,2020-11-22 09:15,18340.36000000,18359.16000000,18210.09000000,18269.32000000,278.14627900,1606037399999,5080562.43603600,6199,131.27913800,2397425.76497102,0
42,2020-11-22 09:30,18268.92000000,18421.74000000,18266.98000000,18416.06000000,126.49246600,1606038299999,2323007.47794959,4947,68.49355700,1257787.43782093,0
43,2020-11-22 09:45,18416.06000000,18420.97000000,18338.70000000,18382.68000000,123.72922500,1606039199999,2273386.33225733,4179,55.06792500,1011505.40478360,0
44,2020-11-22 10:00,18385.47000000,18385.47000000,18287.50000000,18295.60000000,108.28824400,1606040099999,1984475.76710325,3545,72.51263400,1329087.47446823,0
45,2020-11-22 10:15,18296.08000000,18326.39000000,18255.11000000,18263.74000000,100.93051200,1606040999999,1846336.62369313,4180,48.69873000,890843.90387934,0
46,2020-11-22 10:30,18263.62000000,18263.62000000,18104.24000000,18172.00000000,219.38683800,1606041899999,3989117.87858400,5759,93.53365200,1700556.79110310,0
47,2020-11-22 10:45,18169.67000000,18208.57000000,18057.00000000,18182.65000000,245.03377800,1606042799999,4445038.57544387,7925,137.68250600,2497681.95216804,0
48,2020-11-22 11:00,18180.96000000,18223.89000000,18063.33000000,18111.29000000,183.09377100,1606043699999,3317474.89251710,6869,81.55970300,1477942.33261722,0
49,2020-11-22 11:15,18111.31000000,18169.38000000,17959.30000000,17975.93000000,374.28805000,1606044599999,6750423.30210651,10409,167.29552600,3018607.18669241,0
50,2020-11-22 11:30,17976.92000000,18016.03000000,17824.32000000,17894.68000000,430.66379900,1606045499999,7708504.01811596,12493,186.23572000,3333553.95066381,0
51,2020-11-22 11:45,17894.46000000,17900.00000000,17628.44000000,17892.78000000,620.48723100,1606046399999,11022140.56054134,14110,283.37197100,5034163.95400704,0
52,2020-11-22 12:00,17892.78000000,18066.87000000,17822.30000000,18039.18000000,336.70375400,1606047299999,6046719.86815138,10739,202.89408800,3644750.13863904,0
53,2020-11-22 12:15,18039.11000000,18112.66000000,17968.97000000,18066.69000000,309.28818700,1606048199999,5585375.60829995,10797,143.70213900,2595699.56359817,0
54,2020-11-22 12:30,18066.80000000,18152.39000000,18008.00000000,18100.00000000,245.80869000,1606049099999,4447275.00323300,6883,100.78631400,1823597.45471533,0
55,2020-11-22 12:45,18101.66000000,18155.93000000,18068.50000000,18116.41000000,177.19303200,1606049999999,3210479.55658189,5572,89.55085300,1622829.71325089,0
56,2020-11-22 13:00,18116.42000000,18134.69000000,18059.68000000,18095.88000000,122.16489500,1606050899999,2210680.65050391,5716,58.40045400,1056702.57914235,0
57,2020-11-22 13:15,18096.27000000,18239.91000000,18074.18000000,18239.19000000,205.11687500,1606051799999,3727599.24240564,7694,132.77771000,2413256.26685379,0
58,2020-11-22 13:30,18238.93000000,18250.00000000,18170.65000000,18209.27000000,156.03692800,1606052699999,2842089.34699466,5710,68.88177800,1254671.66886279,0
59,2020-11-22 13:45,18209.66000000,18236.57000000,18175.55000000,18208.08000000,128.20945300,1606053599999,2333786.27480220,5117,51.59264200,939133.91502456,0
60,2020-11-22 14:00,18207.04000000,18269.39000000,18154.47000000,18268.28000000,102.53748800,1606054499999,1866418.37174393,3964,51.68018400,941084.08002716,0
61,2020-11-22 14:15,18268.73000000,18300.50000000,18240.61000000,18246.67000000,132.29790000,1606055399999,2416872.96137576,5139,53.04582500,969044.79682322,0
62,2020-11-22 14:30,18246.37000000,18293.33000000,18209.18000000,18215.77000000,105.22859500,1606056299999,1918905.57248275,4136,38.27966700,698252.72472361,0
63,2020-11-22 14:45,18215.78000000,18261.16000000,18187.73000000,18190.86000000,81.08873200,1606057199999,1477294.30317894,3725,23.80122300,433635.36461188,0
64,2020-11-22 15:00,18190.64000000,18272.79000000,18190.39000000,18253.54000000,55.67613300,1606058099999,1015624.71135402,3641,31.81381200,580293.53828130,0
65,2020-11-22 15:15,18253.53000000,18272.13000000,18228.93000000,18231.52000000,47.59910700,1606058999999,868846.91004331,3297,20.03338200,365692.75679684,0
66,2020-11-22 15:30,18232.01000000,18345.52000000,18228.07000000,18333.93000000,70.03227500,1606059899999,1281642.20790158,3658,40.63504200,743583.80221864,0
67,2020-11-22 15:45,18333.92000000,18334.55000000,18294.21000000,18311.09000000,80.58705500,1606060799999,1476058.69066577,3781,35.99200200,659244.91240040,0
68,2020-11-22 16:00,18310.35000000,18379.59000000,18273.81000000,18371.51000000,107.85903800,1606061699999,1976488.84732451,4845,51.16874000,937908.26433961,0
69,2020-11-22 16:15,18371.75000000,18467.99000000,18365.96000000,18449.39000000,131.76877600,1606062599999,2427158.69141530,4337,81.67394300,1504552.52617450,0
70,2020-11-22 16:30,18449.39000000,18505.65000000,18447.36000000,18471.97000000,142.67860800,1606063499999,2636629.08743844,4566,72.64018800,1342550.02789633,0
71,2020-11-22 16:45,18471.94000000,18600.00000000,18470.30000000,18561.86000000,218.28037200,1606064399999,4049234.44286531,6534,130.55838600,2422072.73035268,0
72,2020-11-22 17:00,18563.61000000,18590.00000000,18493.89000000,18579.83000000,134.75158200,1606065299999,2499008.65836111,5335,63.19558900,1171953.34810033,0
73,2020-11-22 17:15,18579.83000000,18579.83000000,18495.73000000,18553.97000000,110.89571800,1606066199999,2054763.06394218,3902,35.35213100,655076.60310303,0
74,2020-11-22 17:30,18553.51000000,18553.51000000,18465.58000000,18489.06000000,84.19805100,1606067099999,1557507.07617301,3270,31.11784800,575438.66633884,0
75,2020-11-22 17:45,18489.02000000,18522.15000000,18470.47000000,18498.19000000,132.25068000,1606067999999,2445563.34360420,4419,68.05493800,1258127.31120311,0
76,2020-11-22 18:00,18497.35000000,18573.09000000,18486.59000000,18552.62000000,93.57241900,1606068899999,1735339.73317589,4318,56.60846900,1049725.49505681,0
77,2020-11-22 18:15,18552.58000000,18641.90000000,18545.45000000,18553.16000000,199.94029200,1606069799999,3718585.71920227,6498,92.68462200,1723875.34329442,0
78,2020-11-22 18:30,18553.27000000,18604.97000000,18507.04000000,18582.88000000,164.18443300,1606070699999,3047333.37381464,5779,89.77609800,1666145.80483092,0
79,2020-11-22 18:45,18582.88000000,18588.94000000,18518.50000000,18521.11000000,75.22495000,1606071599999,1395023.01288971,3710,29.93969800,555203.99970474,0
80,2020-11-22 19:00,18521.43000000,18584.71000000,18510.17000000,18535.28000000,91.21972500,1606072499999,1692470.24784659,5156,42.54551800,789208.18811031,0
81,2020-11-22 19:15,18534.30000000,18561.63000000,18506.13000000,18516.27000000,76.98175700,1606073399999,1426475.04862751,5200,35.81493100,663702.60763089,0
82,2020-11-22 19:30,18516.27000000,18584.66000000,18515.44000000,18578.04000000,70.02385100,1606074299999,1299562.81223410,4351,43.17810400,801283.11076166,0
83,2020-11-22 19:45,18580.33000000,18610.00000000,18565.30000000,18587.69000000,65.60150700,1606075199999,1219237.87975464,4781,32.54846500,604959.51501439,0
84,2020-11-22 20:00,18587.87000000,18680.00000000,18587.87000000,18678.60000000,112.24656800,1606076099999,2092440.96615505,5075,71.10270400,1325449.19983210,0
85,2020-11-22 20:15,18679.51000000,18697.02000000,18612.80000000,18625.58000000,114.96102600,1606076999999,2144451.90086460,5127,56.93293900,1062206.37740082,0
86,2020-11-22 20:30,18625.83000000,18643.04000000,18551.02000000,18591.39000000,128.83570600,1606077899999,2395952.57010585,5413,66.51782100,1237391.42623681,0
87,2020-11-22 20:45,18591.41000000,18595.76000000,18527.19000000,18568.78000000,99.23820700,1606078799999,1841659.57839757,4830,45.54305100,845218.55453376,0
88,2020-11-22 21:00,18568.21000000,18587.49000000,18511.99000000,18570.83000000,78.71568500,1606079699999,1460293.38023470,3909,41.43472800,768684.11949500,0
89,2020-11-22 21:15,18571.09000000,18620.00000000,18571.09000000,18615.84000000,64.75704600,1606080599999,1204729.99923541,3701,36.40138800,677152.88119952,0
90,2020-11-22 21:30,18615.84000000,18628.56000000,18583.26000000,18628.56000000,48.89215100,1606081499999,909746.75027946,2474,30.26209400,563134.37273759,0
91,2020-11-22 21:45,18628.57000000,18632.94000000,18588.09000000,18588.09000000,66.19775300,1606082399999,1232420.18293260,2813,32.93959800,613362.71036021,0
92,2020-11-22 22:00,18588.08000000,18616.35000000,18542.59000000,18603.33000000,44.76378100,1606083299999,831798.67242648,2012,21.34724400,396744.65566996,0
93,2020-11-22 22:15,18603.34000000,18657.82000000,18603.34000000,18641.08000000,43.97398200,1606084199999,819413.01328040,2201,27.98705400,521451.80324646,0
94,2020-11-22 22:30,18641.11000000,18668.06000000,18598.98000000,18662.74000000,47.39533600,1606085099999,883427.72272493,2543,20.99389700,391220.47200954,0
95,2020-11-22 22:45,18662.73000000,18669.12000000,18622.70000000,18638.55000000,65.90152500,1606085999999,1229324.34270928,2797,26.66822700,497438.16893428,0
96,2020-11-22 23:00,18638.04000000,18644.85000000,18447.53000000,18455.25000000,177.01240400,1606086899999,3282749.75756738,6249,71.03295800,1317260.76288371,0
97,2020-11-22 23:15,18454.17000000,18523.96000000,18407.03000000,18510.44000000,183.19987400,1606087799999,3382534.11523647,7432,82.28411500,1519388.41910397,0
98,2020-11-22 23:30,18512.34000000,18559.83000000,18484.40000000,18485.92000000,106.62727700,1606088699999,1975904.26836019,4822,62.00902300,1149171.63598168,0
99,2020-11-22 23:45,18485.92000000,18498.07000000,18393.49000000,18435.63000000,122.44544300,1606089599999,2258416.65770784,5660,64.09789000,1182095.95893861,0
100,2020-11-23 00:00,18435.63000000,18536.19000000,18433.69000000,18499.20000000,120.70303800,1606090499999,2231131.78348837,4994,71.30522300,1318344.36496912,0
101,2020-11-23 00:15,18500.05000000,18520.41000000,18237.83000000,18261.81000000,255.20568900,1606091399999,4689628.08422453,7691,106.02981100,1948750.28871885,0
102,2020-11-23 00:30,18261.81000000,18340.99000000,18210.00000000,18259.25000000,195.08309700,1606092299999,3565368.66323787,7887,109.28270800,1997357.84090255,0
103,2020-11-23 00:45,18259.50000000,18305.90000000,18110.00000000,18148.07000000,287.43299400,1606093199999,5230799.24204145,8686,134.03945800,2440078.49357636,0
104,2020-11-23 01:00,18149.15000000,18255.93000000,18010.20000000,18235.67000000,350.36689500,1606094099999,6346431.66901678,9160,178.43867100,3233360.82224478,0
105,2020-11-23 01:15,18236.69000000,18277.29000000,18102.21000000,18113.73000000,204.77065900,1606094999999,3725507.83634664,6032,92.95246100,1690966.23682403,0
106,2020-11-23 01:30,18112.87000000,18208.16000000,18065.42000000,18186.75000000,172.36316100,1606095899999,3126179.79087004,5658,95.68194000,1735566.41133325,0
107,2020-11-23 01:45,18186.32000000,18266.72000000,18161.95000000,18226.00000000,122.31597400,1606096799999,2229142.93844960,4917,62.66024500,1141898.11091938,0
