,timestamp,open,close,high,low,volume
0,2020-11-21 23:00,541.4,551.19,551.69,538.38,9742.60153808
1,2020-11-22 00:00,551.42,548.77,560.14,540.87,18396.68029374
2,2020-11-22 01:00,548.76,540.96,552.88,535.16,12732.56575437
3,2020-11-22 02:00,541.0,547.04,549.4,539.96,1814.58045551
4,2020-11-22 03:00,547.26,548.24,548.44,543.91,1870.41763052
5,2020-11-22 04:00,547.80065223,546.32,548.23934804,542.97,1534.85726727
6,2020-11-22 05:00,546.06,542.32,546.91,540.2,2356.55919734
7,2020-11-22 06:00,541.92,542.15,543.44,536.52,1621.90813873
8,2020-11-22 07:00,541.03,540.69,541.12,532.64335312,8482.73608313
9,2020-11-22 08:00,540.66,534.86505361,540.83,534.0,2455.53629823
10,2020-11-22 09:00,534.86,543.18,544.09,533.18,4468.63546854
11,2020-11-22 10:00,543.15,537.62,543.15,533.94,6646.19815616
12,2020-11-22 11:00,537.56,522.96,538.45,512.0,31455.0890102
13,2020-11-22 12:00,522.43,527.22,529.88,520.04,6696.01514293
14,2020-11-22 13:00,527.19,532.5,534.2,524.59,3196.66820028
15,2020-11-22 14:00,532.49372521,529.59,534.6,528.65,6436.66855681
16,2020-11-22 15:00,529.58,533.95,534.09,529.00787196,3108.96718217
17,2020-11-22 16:00,533.78609937,552.32989012,554.92,532.01945946,17699.75128549
18,2020-11-22 17:00,552.32,552.06,554.03,548.04,7430.10273798
19,2020-11-22 18:00,551.62,562.0,566.9,551.62,20612.044263
20,2020-11-22 19:00,561.75,572.09,573.4,561.75,18026.61184178
21,2020-11-22 20:00,572.36,566.37,574.22,558.46,13148.74250932
22,2020-11-22 21:00,566.37,572.34,574.22,562.76,12096.87448661
23,2020-11-22 22:00,571.77,573.19,579.8,568.8,12306.29362576
24,2020-11-22 23:00,573.01,558.0,573.26,554.63,35645.92553747
25,2020-11-23 00:00,558.0,552.01,567.98,549.6,15749.70546231
26,2020-11-23 01:00,552.01,559.61,562.49,549.61,5712.70200415
27,2020-11-23 02:00,560.1,559.17,564.22,558.0,5555.66586544
28,2020-11-23 03:00,559.63,573.78,576.86325115,558.0,10330.79954237
29,2020-11-23 04:00,573.34,581.61,585.55,572.46,16625.28681818
30,2020-11-23 05:00,581.61,580.44,583.86,577.17,3087.28650041
31,2020-11-23 06:00,580.49,585.37,585.37,572.93,5309.77096321
32,2020-11-23 07:00,585.37,580.55,586.61,577.81,4498.40563592
33,2020-11-23 08:00,580.34,581.92,586.13,580.3,3047.59597095
34,2020-11-23 09:00,581.92,590.95,591.7,580.43,11078.51450866
35,2020-11-23 10:00,591.17,594.49,594.49,586.48,11347.12948602
36,2020-11-23 11:00,594.49,589.92,596.18,588.19,12504.70935369
37,2020-11-23 12:00,589.72,593.55,594.77618432,583.6,8561.6900363
38,2020-11-23 13:00,593.56,598.44,598.44,576.11,32452.21041636
39,2020-11-23 14:00,598.43,598.75,604.8,593.37,24170.85165768
40,2020-11-23 15:00,598.75,589.36,600.2,585.03582818,9539.57231193
41,2020-11-23 16:00,589.27,595.12,596.0,581.2,9037.73071616
42,2020-11-23 17:00,595.34,596.69751243,601.47444703,592.81,3919.30713881
43,2020-11-23 18:00,596.79224136,592.69,597.15,590.49,6344.94121219
44,2020-11-23 19:00,592.69,597.78,597.88,589.48,4681.94316805
45,2020-11-23 20:00,597.68018762,596.07,599.0,592.46,5143.64730947
46,2020-11-23 21:00,596.21,605.21,607.76,593.26257807,8140.37540919
47,2020-11-23 22:00,605.41,609.19,609.32,600.19774794,8134.25814606
48,2020-11-23 23:00,609.3190413,608.32,609.53,602.39,3959.42224379
49,2020-11-24 00:00,608.42,611.37,611.71,600.34,6114.14433119
50,2020-11-24 01:00,611.07,616.42,619.0,609.02,15695.75021661
51,2020-11-24 02:00,616.56,611.7,618.65,610.75,7002.42589529
52,2020-11-24 03:00,611.16,612.69,616.41380232,611.04,2223.55512544
53,2020-11-24 04:00,612.75,618.17,619.41,611.16,4273.88555483
54,2020-11-24 05:00,617.81,613.65,617.81,612.0,3948.71411231
55,2020-11-24 06:00,613.3,608.51,613.6,587.73163899,22205.10659675
56,2020-11-24 07:00,608.52,604.93,612.1,603.6,4681.71540285
57,2020-11-24 08:00,605.26,620.9,621.47,605.26,11926.67211521
58,2020-11-24 09:00,620.91,609.69,621.15164926,606.91,13961.83194304
59,2020-11-24 10:00,609.83,607.04,610.2,592.0,17275.95132195
60,2020-11-24 11:00,607.26,607.05898829,608.5,601.63,4563.47490909
61,2020-11-24 12:00,606.88,597.08,606.90015312,592.45,8788.48193325
62,2020-11-24 13:00,597.21,603.2,604.74,592.82,12690.07087408
63,2020-11-24 14:00,603.92,600.51,604.75,599.25,2681.64124217
64,2020-11-24 15:00,600.0,606.58,606.87,599.14071725,2569.1314657
65,2020-11-24 16:00,606.38,607.55,613.15,601.55,6712.42004536
66,2020-11-24 17:00,607.55,605.72,610.33,604.31568228,2706.96990697
67,2020-11-24 18:00,605.42,606.14,607.04,602.17,2041.48790094
68,2020-11-24 19:00,606.24,606.19,609.23,605.5,1033.77838388
69,2020-11-24 20:00,605.58,606.0,612.0,600.7,4844.081796
70,2020-11-24 21:00,606.0,598.9,607.40127062,597.17,4921.27235941
71,2020-11-24 22:00,598.3,602.24,603.0,596.5,2605.04909292
72,2020-11-24 23:00,602.33,604.11,605.03,600.92,1285.12231849
73,2020-11-25 00:00,604.18,600.66804932,605.0,600.46,1046.80221915
74,2020-11-25 01:00,600.48,603.52,604.61,600.39617204,868.40268882
75,2020-11-25 02:00,603.24,594.36,603.77,593.43,7307.81722938
76,2020-11-25 03:00,594.01,584.9,595.5,581.06,9420.276731
77,2020-11-25 04:00,584.6,581.49,589.4,579.88979905,4971.58894236
78,2020-11-25 05:00,581.17,589.22,590.0,579.41,4724.70464567
79,2020-11-25 06:00,589.49,592.29,594.72,588.38,1136.67375076
80,2020-11-25 07:00,592.47,592.88,596.73,590.0,1179.03588597
81,2020-11-25 08:00,592.99,595.99,598.41,592.3,2338.03537366
82,2020-11-25 09:00,596.0,595.6,596.8,593.86,1565.87715435
83,2020-11-25 10:00,595.58,601.7,604.68,595.58,1976.21250944
84,2020-11-25 11:00,601.78,601.38,602.94,599.21,1907.38991917
85,2020-11-25 12:00,601.38,599.43,602.46,596.33,1453.61573076
86,2020-11-25 13:00,599.57,593.74,603.87,590.88,5283.35777411
87,2020-11-25 14:00,593.67,596.2,596.4,590.65,4918.71818492
88,2020-11-25 15:00,596.19314716,594.13,597.83,593.0,2270.1471551
89,2020-11-25 16:00,594.13,587.94,597.77,586.246241,4657.09400844
90,2020-11-25 17:00,588.1,589.92,590.2,583.75,6398.35634029
91,2020-11-25 18:00,590.15,591.23,593.2,589.28607204,2013.27167048
92,2020-11-25 19:00,591.62,586.79,592.89,583.3,1419.81182782
93,2020-11-25 20:00,586.5,582.28,589.36,574.71125993,10141.18247144
94,2020-11-25 21:00,581.47479214,578.73,584.67,576.59,3242.5862084
95,2020-11-25 22:00,578.71576485,569.61,579.9123486,562.7,10291.56424314
96,2020-11-25 23:00,569.23,569.6,574.33660266,555.05,8945.26493973
97,2020-11-26 00:00,569.63,575.45,577.26,562.52,5594.46816329
98,2020-11-26 01:00,575.44,570.0,575.89,567.94,2285.57662136
